ペットボ,ムググッ,ハッキリ,コロノコ,スラブラ,トップク,ブラザー,スッキリ,ピーギャー,カスチビ,ハッピー,カップル,カップリ,キーボー,アワブー,ブラコン,スーパー,スクトッ,ドッキドキ,カラフル,ランキー,ポッキー,ゲロハキ,ガサゴソ,ブルメー,バッドタ,サンキュー,ゴキブリ,グッドタ,チャラブカ
3,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1
