スーパー,ドキハラ
['\u3000紗雪はスーパーで弁当を買った。ここ最近、弁当ばっかりだ。しかもバランスとか考えてない。'],['\u3000ドキドキハラハラする展開、カタルシス、オリジナリティある設定。']
