ペットボ,トロピー,ヘナチョコ,ブラウザ,カップル,ピークタ,ノーコン,バッチリ,オタサー,ドキンドキ,スーパー,タカカス,パーバッ,メチャクチャ
4,1,1,1,1,1,1,3,2,1,1,1,2,1
