きらきら,ごわごわ,ひやひや,むらむら,ほやほや,ぎりぎり,はっはっ,ちくちく,そろそろ,ざらざら,ついつい,ぼりぼり,さらさら,おいおい
['\u3000瞳をきらきらさせながら、目の前で歩く犬たちを見ていた。\n'],['\u3000少しだけごわごわした髪が、手のひらにちくちくと刺さる。\n'],['\u3000誰かと付き合わないかいつもひやひやしてた。\n'],"['\u3000少しだけ寂しい気持ちと、少しだけむらむらしたままにさせるのは、少し酷い。\n', '\u3000むらむらがすごい。\n', '\u3000ちなみに、指だけじゃ治まらないどころか、むしろむらむらが爆発して、天川くんの上に跨ったのは、しょうがないと思う。\n']",['\u3000でもなんだか、新婚出来たてほやほや夫婦みたいで嬉しかったり。\n'],['「いないよ。高校は赤点ぎりぎりで生きてきたし、高卒で働き出したから、出会いもないしね」\n'],"['「はーはっはっはっはっ！！！」\n', '「はーはっはっはっはっ！！！」\n']",['\u3000少しだけごわごわした髪が、手のひらにちくちくと刺さる。\n'],"['「外で天川くん待たせてるし、そろそろ行こう？」\n', '「いちゃこらするのはいいんだけど、そろそろご飯出来るから、お兄ちゃんのこと起こして」\n', '「だからといってかれこれ十分以上はいるし。そろそろ他のところに行こうぜ」\n']",['\u3000天川くんのざらざらとした舌が、私の口内を犯していく。\n'],"['\u3000そんな姿を見て、ついつい吹き出してしまった。\n', '「いや、反抗しないからついつい」\n', '「ついついじゃないよ！\u3000もう！\u3000もう！」\n']",['「ぼりぼり……」\n'],['\u3000さらさらしていて、ずっと触っていたい。\n'],['「おいおいおい、まじかよ」\n']
