ウジウジ,ホイホイ,ゴタゴタ,ズカズカ,バキバキ,ピクピク,モヤモヤ,グダグダ,イライラ,ウキウキ,ガヤガヤ,クスクス
['\u3000別れた時に散々落ち込んだ時、一度吹っ切れたらウジウジはしないと決めたじゃないか。\n'],['\u3000俺だからいいけど、男の家にホイホイ付いてくるなんて危ないやつだ。\n'],"['\u3000クリスマスの合コンで元坂とゴタゴタあった後、電話で話して以来すっかり篠原と会う機会が増えてしまった。\n', '\u3000だが、カップルの別れ際というのは一番ゴタゴタが起こりやすい時だ。\n']",['\u3000元坂は聞こえよがしに言うと、先に会計の方へズカズカ進んで自分の代金を支払う。\n'],['\u3000背中がバキバキと音が鳴って気持ち良い。\n'],['\u3000挙げ句の果てには下品な話題を女子に振り始めて、さすがの彩華もこめかみをピクピクとさせた。\n'],"['\u3000礼奈と出会ってモヤモヤした気持ちを、散財することで晴らしたかった。それが日頃世話になっている人への贈り物なら、一石二鳥だろう。\n', '\u3000モヤモヤとした気分になった時は、こうして身体を動かすのが一番だ。\n']",['\u3000何をしているか知らないが、今ごろ人の家でグダグダと漫画を読んでいるに違いない。\n'],['\u3000辺りがカップルだらけで、イライラしていたからというのは苦しい言い訳だろう。\n'],"['「やっぱり高い買い物する時って、ウキウキするわね」\n', '\u3000そのまま彩華はバイキングが開かれるホテルの方向にウキウキしながら歩き始める。\n']",['\u3000ガヤガヤと賑わうショッピングモールを重い足取りで歩く。\n'],"['\u3000彩華はクスクスと笑っているが、普段の彩華を知る俺もクスクスと笑いそうになった。\n', '\u3000彩華はクスクスと笑っているが、普段の彩華を知る俺もクスクスと笑いそうになった。\n']"
