ガチャガチ,クッキリ,バッチリ
"['\u3000\u3000\u3000ガチャガチャガチャガチャガチャ！！\n', '\u3000\u3000\u3000ガチャガチャガチャガチャガチャ！！\n']","['\u3000目の前に居た筈の見守が消失。怒涛の展開からの強制終了に自分はまだ熟睡中の白昼夢だったのではと思ったが、叩かれて手形クッキリな左頬、踏まれた脇腹の上履き跡、そして見守の手を握った感触、それら全てを夢と言い張るのは不可能だ。\n', '\u3000掠れた声で謝罪を続けた末に釈放。体を起こしてからクッキリ跡が付いた見守の足跡を払ってから周りを見ると誰もおらず、どうやら放課後になってかなりの時間が過ぎてしまった様だ。\n']",['\u3000昨日は放課後に美容院、その後に眉毛を整えて鼻毛もカット、お風呂で体も清潔にして歯磨きもバッチリ、睡眠もしっかり取れて顔色も良好、遅刻の心配もない。\n']
