ペットボ,ヘタバリ,ハッキリ,ザーサラ,スープス,コントロ,ゲージリ,トップク,ノーブラ,スッゲー,キーワー,サングラ,ゴミムシ,ヘッドロ,プルンプル,スカウト,ツルペタ,ハッピー,カップル,バッチリ,フラワー,ブラコン,カキフラ,ヒーカッ,クッキー,ランクス,スクラン,ワイトク,コリゴリ,プルトッ,グチャグチ,プリクラ,ハラドキ,サッパリ,クスカリ,サンキュー,サンドバ,プルオー,ブラツイ,ムズアップ,ドタバタ
4,1,4,3,3,2,2,1,2,1,1,2,5,1,1,1,3,7,25,3,1,1,1,5,5,4,2,1,1,6,2,13,1,4,1,5,9,1,5,6,5
