マジグッ,ポットク,ブラブカ,ランカラ,キーワー,ホットコ,ブルコン,ヒーサー,ツルペタ,カップル,バッチリ,ノーサン,クッキー,スーパー,ランゲー,パーカッ,フルフラ,ランポリ,スルトー,サンキュー,ケットボ,テラピー,ムズアップ,アハハッ
1,1,1,1,1,2,1,1,1,33,2,1,1,7,2,1,1,1,1,1,1,1,3,1
