ペットボ,ハッキリ,クーパー,コントロ,トップク,ポチャポチ,サングラ,カスカチ,スッキリ,フルスイ,スカウト,ボクサー,カップル,オーホッ,クッキー,コンチク,オートロ,カラフル,ガッカリ,ヘッドバ,サッパリ,ブラジャー,トロベリ,ケットボ,トッパー
2,3,1,1,2,1,2,1,1,1,1,2,35,1,1,1,1,1,4,1,1,1,3,1,1
