さっさっ,こんこん,やいやい,くすくす,ずたずた,ぶつぶつ,ひらひら,そわそわ,どきどき,かりかり,そろそろ,おいおい,ふわふわ,びりびり
['\u3000やっと正気に戻った明里さんが、うつむきながら、ぱそこんをさっさっと操作して別のふぁいるを開いた。\n'],['\u3000授業が始まって、寝静まることによって静かになった教室で、数学の先生が黒板をこんこんと叩く。\n'],['「いやいやいや、付き合ってもいない女の子の部屋に毎日おじゃまするってのはいかがなもんかと……」\n'],['\u3000後ろで鳴澤がくすくす笑っている。\n'],['\u3000しかし、半年のぶらんくは予想以上に大きかったようで、威勢よく飛び出したものの、敵ぷれいやーにこてんぱんにされてしまい、俺のぷらいどはずたずたにされてしまった。\n'],['「なぁにぶつぶつ言ってるの？」\n'],['\u3000何故驚いたか、それは「そのあいどるが可愛らしいひらひらのめいど服を着て現れた」から。\n'],['\u3000いつにもなくそわそわする明里さんは、棚の引き出しから一枚の紙を取り出す。\n'],['\u3000いろんな意味でどきどきが止まらない。\n'],['\u3000げーむの内容も気になったがそれ以上に俺は何か違和感を感じていた。違和感の正体は考えるとすぐにわかった。それはぱそこんが静かって事だ。普通のぱそこんははーどでぃすくとかふぁんとかの回転体があって、起動するとかりかりと音がなったりふぁんの音が聞こえてくる。特にふぁんの音は、重たいげーむをしてる時なんかは結構うるさい。\n'],['\u3000よし、そろそろ本題に入ってもらうか。\n'],"['\u3000おいおい、自信なさげだな。\n', '「おいおい……」\n']",['\u3000普段からくらすでもおとなしい明里さんの事だから、俺はてっきり部屋の中も女の子らしくふわふわした可愛らしいものだと思い込んでいた。\n'],['\u3000そう言うと俺の隣にびりびりとのいずが走り、女の子が生成された。\n']
