けたから,ことくら,かららん,らんころ,そろわな,なみじめ,めたこと,うとする,よろしく,がったら,しながら,にこのこ,めたかっ,かりする,がってか,するから,さっそく,さんこそ,けたこと,からもそ,ばっくに,がらずっ,びしかっ,からさら,ことだっ,いらしく,とこから,すいたか,まろうと,がたくさ,かっぷる,おいてく,さんから,がっかり,ぶつけた,さんのこ,すること,くつもり,しなかっ,すくらん,だらしな,もりだっ,ぶつかっ,からのこ,かりこん,ごぼうと,ころから,しばかり,かったら,からめり,もそうし,わなかっ,たかたら,ぶりだっ,ばっちり,ことしな,ぶつかり,かってく,いそうだ,がらへっ
1,1,1,1,1,1,1,6,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,2,1,3,1,1,1,5,1,3,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,2,2,1,1
