ペットボ,カラコン,ハッキリ,タップリ,ブラザー,サングラ,スカウト,ボクサー,コンクー,キーボー,バッチリ,ブラコン,ランクス,ワイドシ,スクラン,フカメラ,スーパー,キロメー,ガッカリ,ビカメラ,トップラ,コンサー,ドカメラ
2,3,8,1,1,2,1,2,3,1,2,1,2,2,1,1,4,1,1,4,1,1,1
