トロノー,ハッキリ,ヒーメー,コントロ,ズタボロ,ベリバリ,スクヘッ,ランカラ,キーワー,サングラ,スイカッ,ブラウザ,カップル,ガシャガシ,キーボー,バッチリ,ノーサン,ヒーカッ,ヒーゼリ,クッキー,ランクス,ベリグリ,カットボ,スーパー,ランプリ,プリンクラ,バックス,ガッカリ,メージト,コングラ,ノープラ,ワイパー,ケットボ,ゴキブリ,ウザカッ,バックド
2,1,3,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,5,7,1,2,1,1,4,1,12,1,3,1,1
