ケットコ,ランチラ,ハッキリ,ブルカッ,トップク,キーパー,カップル,ビショビシ,バックス,ブルクラ,ケットボ,プルオー,ピリオド,バックド
1,1,5,2,1,1,2,1,2,5,4,1,6,3
