ハッキリ,ドーボク,カップル,サンキュー
"['「ハッキリ言っていい？\u3000さっき隣座った時、気づいてくれなかった時点で、すっごいムカついたから」', '「誤魔化しはいかんねー。ハッキリ言うとさ、なぜか太一の顔が浮かんだの。それまでも、ふとした時に小学校のことを思い出すことはあった。特に太一と遊んだ記憶」', '「もうやめなよー。渚さんの時みたいにハッキリ言って」']",['\u3000目にもとまらないシャドーボクシングを始めた結那に俺は心底危機感を覚える。'],"['\u3000午前中に学校につくと、門のところで見知ったカップルを発見する。', '\u3000バカップルは肩を抱き合い、スキンシップを取りながらのろのろと歩く。']",['「サンキュー、いただきますあっぢぃい！？」']
