クッサク,ペットボ,ジタバタ,コントロ,ブラブカ,サングラ,フルスイ,プップク,スカウト,ハッピー,ダックス,ブランケッ,カップル,ゲームシ,ブラコン,グラサン,クッキー,グスクー,スタラン,スーパー,ツーピー,ウロチョロ,カラフル,カラコロ,プスブル,ゲーノー,ブーメラ,ガチトー,キーゲー,ガチャガチ,ブラジャー,ガタンガタ,ペットロ,トップス,ビシャビシ,チャラブラ,ノータッ,ガクブル,ドタバタ
1,1,2,1,1,4,1,1,1,1,1,2,24,5,5,1,1,1,1,10,1,1,1,1,1,1,1,2,6,2,23,1,1,3,1,1,1,1,1
