ペットボ,ボードロ,ザーサラ,ヒーメー,スタグラ,コントロ,スカサン,ブランドシ,ノーブラ,サングラ,ヘッドロ,サンタカ,カップル,ワーアップ,ブースタ,シャッフル,ヒーカッ,トースタ,クッキー,ランクス,グスクー,スクラン,スーパー,カツクー,ガラクタ,ランクダ,キリカポ,ドッキドキ,フルヒッ,パーカッ,カラフル,カチャカチ,プルタブ,サブバッ,ケットボ,トップス,ノータッ,キリカッ,ドタバタ,ポップス
10,1,2,23,1,1,2,1,1,1,1,3,3,1,1,1,2,2,5,2,1,2,12,2,1,1,1,2,1,1,1,1,9,1,1,7,1,1,2,1
