タップリ,コンガリ,ホッスル,ブランドロ,オタクツ,コンクー,ランドタ,ビショビシ,トークス,スーパー,ワイトク,ツーピー,パープル,パラメー,カラフル,ブーメラ,ガッカリ,ブストー,サッパリ,ピースタ,サンキュー,トップス,ムズアップ
3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,5,1,1,2,1
