ペットボ,ハッキリ,ザーサラ,ランカラ,ヘッドロ,スッキリ,ハッピー,カップル,キーボー,バッチリ,フラワー,ヒーカッ,トースタ,クッキー,サンプル,スクラン,スーパー,サラツヤ,オートロ,ペックイ,タッパー,トップス,ドタバタ
1,1,1,7,1,1,1,6,1,1,1,1,1,6,3,1,5,1,3,1,2,1,1
