ドキドキ,キラキラ,モヤモヤ,イライラ,ボロボロ
['\u3000あんなにドキドキした自分を殴り殺してやりたい。'],['\u3000ぱあぁっと彼女の頬に赤みが差し、目がキラキラと輝いた。'],['\u3000すっきりすることすら罪のように感じて、私は自戒していたのだ。モヤモヤした夜を過ごしていたのだった。私は自戒していたのだ。'],"['「…………なんかイライラするのよ」', '\u3000滑稽ではあったが、その日以来、私は私の中の綻びが明確に浮き彫りになったことを実感していた。敗北によるショックではない。初めて負けたことが悔しい訳でもイライラしている訳でも愕然としている訳でもなかった。']",['\u3000人生というのは大変なもので、自身の力の120%を用いてもその道を簡単には歩ませてくれない。人生という困難が用意した壁は高く、泣いて、地団駄踏んで、不公平だ、理不尽だと叫びながら体をボロボロにして、なんとか乗り越えていかなければならないものなのだ。']
