ブーメラ,トップラ
['\u3000少なくとも、私にそうした注意をする人間はもれなく美形に無理矢理近づこうとする猛者ばかりで、盛大なるブーメランを投げるのが大好きな人ばかりだった。'],['\u3000白と黒の彼らは美形が多い外国人枠の中でもトップランクと言えるだろう。まぁ白の彼はハーフなだけで日本人だが。']
