ワクワク,ケラケラ,ドキドキ,ヒーヒー,ボサボサ,ボコボコ,ウキウキ
"['「フラれて悲しいのに、明日が楽しみでワクワクもしてる。何なんだよ俺は」', '「あるところに、一人の女性がいました。その人にはとても楽しみな約束がありました。八年前、幼なじみと交わした――再開の約束です。ついにその日が訪れ、ワクワクしながら待ち合わせに行きました。気合い入れすぎて、朝の六時から待っていたのです」']",['\u3000急にケラケラと笑い出して、俺のほっぺをつねってくる結那に、内心俺は喜んでいた。'],['\u3000あれから八年、俺はドキドキと胸を高鳴らせ、幼なじみを待っていたのに。'],['\u3000ヒーヒー言って目頭に珠の涙を浮かべていた。'],"['「焦ってきたから髪型とかボサボサだな……」', '\u3000俺はいつも髪ボサボサだったのか……。']",['\u3000挑発に乗った俺は女相手に本気でかかっていき、わずか一分足らずでボコボコにされた。'],['\u3000ただ、ウキウキした気分にさせられたことは認めよう。']
