カタコト,ハッキリ,トップク,マジスカ,ランカラ,ブランブラ,ハッピー,カップル,キーキャー,ランゲー,ブツクサ,ウラノー,ムズアップ,ドタバタ
1,1,1,1,1,1,1,2,1,1,1,3,1,1
