ブツブツ
['\u3000普通はそう思うじゃん。だけど俺は何だか妙な寒気がして、声をかけるのをためらった。Sはさ、その間もどんどん一人で暗い廊下の奥を進んで行って……ブツブツと独り言を呟いてた。']
