わんしー,きらめた,ころにこ,するから,からはた,からこん,つけたら,うとしな,きりでこ,がたかっ,うとする,かってく,えんどし,かっぷら,くっきり,きりかっ,かったら,ちまけた,ころびた,しながら,がぶつか,うだから,くんびく
1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1
