グチャグチャ,バキバキ,ツルツル,バラバラ,ドキドキ,ピンピン,クルクル,ボコボコ,クスクス,ブツブツ
"['\u3000グチャグチャという、あまりソーリョには聞かせたくない音に気持ち悪くなりながら、喉が使えるまで回復したことに気付いた。', '\u3000狙われたのは緑髪だ。頭のてっぺんからウォーハンマーを振り下ろされ、縦に割れた体の断面がグチャグチャに潰れている事がわかった。']",['\u3000バキバキと首の骨が砕ける音が体の奥で響き、脳が灼き切れそうな痛みが全身を駆け抜ける。だが、不死身のオレにとってそれは致命傷になりえない。'],['\u3000目も鼻も無ければ口も耳も無く、しかしツルツルとしたその塊と向き合うと、確かに視線が合ったような奇妙な感覚を受ける。'],['「さて、どうする？\u3000倒すか、逃げるか。この状況だ。俺たちがバラバラになるわけにはいかないぞ」'],['「別にいいじゃない、さっきからこういうチャンスが来るのずっと待ってたんだから。それに、その方がドキドキしてずっと楽しいと思わない？」'],"['「……ヤツを殺すなんて不可能だ。千里眼で見てたが、胸に剣が突き刺さってもピンピンしてるんだぜ……？」', '「じゃあなんでヤツはピンピンしてるんだよ!?」']","['\u3000血飛沫と共に、視界がクルクルと回っていく。かなりの勢いで首が飛んだはずなのに、景色が動いていく様はひどくゆっくりなものに感じた。', '\u3000ソーリョが長いブロンドの髪をクルクルと指に絡めながら、顔を赤らめて言った。']","['\u3000誰もが言葉を発せない時間がしばらく続き、やがて水面にボコボコと空気の塊が現われて――', '\u3000だが、口も鼻もない黒い球体の表面から、ボコボコといくつもの泡が出ているのを見て、オレは自分の考えが正しかったのだと確信した。']",['\u3000一通り弁解の言葉を並び立てると、ソーリョはクスクスと笑い出した。'],['\u3000ブツブツと何かが老婆から聞こえてくる。オレと赤紙は足を止めた。やはり何かを呟いている。']
