クッキー,ポンキャッ,コロンブス,ボーブリ,ザーモジ,カップル,スカウト,ゲージワ,コッキン,コンドー,コンクリ,ザークル,エンジン,コテンパン,ピーカー,コンポタ,コロジー,アームズ,シックス,カチチッ,グサワー,デカブツ,メリカン,バンブル,バカスカ,バキボキ,チャリカチ,ジャンパー,ベトコン,カードキ,ブースタ,ピードロ,ワンタッ,ザーホロ,トンクラ,グーリン,ジンポー,ジンキャッ,ワンポイ,ナミクス,ジンチュー,バリアー,ブルパッ,タックル,ガチャガチ,スカトロ,カーボン,プリンクラ,キシカン,カービン,キーワー,ブービー,チンパチ,アーガン,ジャングル,タップリ,カタコト,ヒーカッ,ビショビシ,ペットボ,ワイトボ,パラベラ,ドサクサ,コンピュー,スーパー,バタフラ,スクリーン
13,3,2,1,1,1,2,1,18,1,6,1,3,1,2,1,1,1,1,2,1,1,4,2,1,1,1,1,4,2,1,3,2,1,1,17,4,4,1,1,1,51,1,1,1,1,1,1,2,2,1,3,1,22,1,1,1,2,2,6,2,6,1,5,1,1,8
