キューピッ,クッキー,コロンブス,ピンキリ,ワンピー,キーボー,カップル,スカウト,ツンデレ,ブラボー,デコピン,チョコチッ,ピーカー,ジューシー,プチボン,バンチュー,トロベリ,コンクー,リンカー,ハッピー,キングサ,シースル,ガラクタ,クラシッ,トロゲー,ガタンゴトン,カンドス,チンパン,ジャングル,ブラコン,ジャンバラ,ポーカー,クルボー,プリチー,ペットボ,カーゲー,ブラウン,スーパー,ヒースク,パンツル
1,1,3,1,2,1,4,4,12,1,1,1,2,1,1,1,1,11,1,2,1,1,5,4,1,1,1,1,2,1,1,12,2,2,1,1,1,11,1,1
