カリカリ,ポカポカ,フワフワ,パンパン,ガリガリ,ガサガサ,ブツブツ
['\u3000特に香草入りの焼きたてのパンは、外はカリカリ中はふんわりした絶妙な焼き加減堪らない。'],['\u3000ポカポカと体が温かいし、なんかふわふわして、とても愉快な気分だった。'],['\u3000まだ子どもなのか、普通のウサギよりも二周りほど小さいそれは、白いフワフワな体で好奇心旺盛に当たりをぴょんぴょん跳ね回っている。'],['\u3000ふくらはぎはパンパンに腫れ上がり、足の裏は出来た豆が潰れて悲惨なことになっている。'],['\u3000ガリガリに痩せた黒髪の男は初めて見る顔だったが、縋るようにその髪を指ですいているシルビアの様子から、すぐにそれがシルビアの旦那であるザイルだと分かった。'],['\u3000数歩先でのんびり後ろ足で鼻を擦っているウサギに呆れ交じりに呟くと、ウサギが来た方向からガサガサと茂みを掻き分ける音が聞こえた。'],"['\u3000イアス酒は青汁のような緑色をしていて、つんと鼻につく酸っぱい香を放っていた。いまだ発酵が進んでるのか、ブツブツと泡が発生しては弾けている。', '\u3000先ほどは一息で煽ってしまったので、今度はちびりと口に含む。確かに香りのような酸味もあるが、同時に果実酒のような甘味もあって美味しかった。ブツブツした泡は炭酸のようで喉越しが良い。独特の癖もあるが、耐え切れない程では無い。']"
