バカバカ,フラフラ,ガタガタ,ゴロゴロ,ドカドカ,ジリジリ,ポタポタ,ニコニコ,コソコソ,クスクス,イライラ,ゾクゾク
['バカバカしい！\n'],['四方を大国に囲まれ、蝙蝠のようにフラフラと何処付かずの外交をしているうちに、内政にまで四大国から口出しされるような、そんな哀れな国でした。\n'],['ガタガタと体が震える。\n'],['こんな俺如きを｜凌《しの》ぐ才能をもった連中はゴロゴロしていた。\n'],['だってそうだろう？\u3000金がドカドカと入って来るのだ。\n'],"['それでも、奴はジリジリと俺を追い続けた。\n', 'だから、俺も氷のなかに迷路をきずいてジリジリと逃げ続けたのだ。\n']",['皮膚が切れて、血がポタポタと石畳におちた。\n'],"['と言って、ニコニコと屈託なく笑ったそうです。\n', 'ニコニコと偽りの笑顔でゴブの原材料を広めたリックス。\n']",['村の悪ガキたちはナグリを見るとコソコソと逃げるようになりました。\n'],['な～んてクスクス笑っている弟エアンの微笑ましい様子を、わたくし、レピは天井裏から覗き見てニマニマしていた。\n'],"['［＃中見出し］14.生まれ変わりを信じたハーピー：ライライラ［＃中見出し終わり］\n', '14.生まれ変わりを信じたハーピー：ライライラ\n', 'さて、話を殺人鬼のライライラに戻しましょう。\n', 'ライライラはメスのハーピーでしたが、ある時ある日から人間の男性と愛し合うようになりました。\n', '生まれ変わっても、きっと君を探す。だからライライラも。ボクのことを忘れないで。\n', '愛おしい！\u3000こいつが！\u3000ライライラが愛おしい！\n', 'ライライラは愛した男性を失って、直ぐに同族を殺し始めます。\n', 'ライライラの言った通り、ハーピー族は滅ぶまでライライラのことを口伝として残しました。\n', 'ライライラの言った通り、ハーピー族は滅ぶまでライライラのことを口伝として残しました。\n', 'ライライラのその後は杳として知れません。\n', 'ライライラは洋上で死んだのでしょうか？\n']",['ゾクゾクした。\n']
