たらとん,わくしな,すること,かったっ
['「書籍化の夢がかなったと思ったらとんだ悪夢だったわけか……」'],['わくわくしながら銀行の通帳を記帳する……'],['\u3000俺はもう”小説家になれるかも”に作品を投稿することはないだろう。'],['「１２００円の５％だから一冊６０円として５００冊しか売れなかったってことか……。']
