ことごと,ひたすら,こりごり,たらしく,がらこそ,こんから,もたくさ,ぴーかー,よろめき,ずんぐり,うところ,はっきり,すること,しなかっ
['\u3000そいつらの印鑑はことごとく部長の印鑑にお辞儀をするように、軽く斜めに押されていた。'],['\u3000すると奴の顔はこれ以上なく歪んでいた。ただひたすらにおれが打ちのめされることを楽しんでいた。'],['「いや、違う。わたしは権力なんてこりごりだ」'],"['\u3000法律の条文は長ったらしくて、わかりにくくて、連勤状態の頭の働いていないおれにはよくわからなかったが、但し書きとして', '\u3000数秒後には社長のそばまで駆けつけることができたが、社長は変なふうに落下してしまったらしく、首が変なふうに曲がっていた。']",['\u3000今回の場合、社長の部下の分まで社長の同意をとっているわけではなかったが、しかし、社長のお気に入りは数名しかいない。当然だ。権力とは寡頭であるがらこそ意味があるのだから。'],['\u3000社長がのーとぱそこんから少し目を離して、わずかな視線だけで会話する。'],"['\u3000５ｃｈのすれっどもたくさんあがっていた。', '\u3000おれは部長に昇進していた。部下もたくさんできた。']",['\u3000おれたち以外の、つまり同志以外の人間は、部長の凶行にあっけにとられ、それから、壊れたすぴーかーのようにわめき出した。'],['\u3000社長はよろめき倒れるが、急所を避けたのか、まだ息があった。'],['\u3000ずんぐりむっくりとした体型と傲岸不遜な態度が目につくが、社長にはへこへこしている。'],['\u3000そんなやつが筆頭というところに、どこか権力闘争めいたきなくさいものを感じる。'],['「はっきり言ってくれないかな？」'],['\u3000７０連勤というのは、その名のとおり７０日連続で出勤することをいう。'],['\u3000印鑑はお辞儀しなかった。']
