ギーリン,グラウン,チリンチリ
['\u3000「お兄ちゃんの伝説はね！\u3000細胞内のミトコンドリアで、高エネルギーリン酸結合をつくって、さらにアデノシン三リン酸から−30.5 kJ/molものエネルギーを取り出せるのよ！\u3000こんなのありえないと思わないの？！」'],['\u3000体操服に着替えてグラウンドに出た。'],['\u3000チリンチリン……']
