わなかっ,えんじん,くること,ころから,つけてく,するから,まるから,からがら,おどけた,からこん,でこちら,べりする,うとしな,しなかっ,わんぴー,うとする,かってく,しゃんぷー,じところ,こちぶつ,からこそ,たっぷり,はっきり,うところ,ぺっとぼ,とこちら,くどちら,ことする,きしめら,しながら,すること,こんきー,でぶつか,たらしく,ぶつかっ,ちらから,ことしな,てくるん,どかしく,しっかり
4,2,2,1,1,1,1,1,1,1,1,1,2,1,2,5,3,1,1,1,4,2,8,2,1,1,1,2,1,2,8,1,1,1,2,1,2,1,2,2
