スクリーン,クラスカ
['\u3000評価ポイントの取り消しが行われたらしい。ポイントは１人につき１日１ポイント。取り消しは一度までとなっている。この場に居合わせた誰かが今のやり取りをネットにでもあげたか、視覚情報をスクリーンショットにして、拡散したか。俺が手を出すまでもなかったようだ。'],['\u3000見知らぬ少女が俺に声をかけてきた。見た感じ、コミュ力も女子力も高い。いわゆるクラスカーストにおける上位で、発信力の高い子だ。この女はポイント収集に使える。すぐにそう判断した俺はさわやかな笑顔で答えた。']
