わなかっ,えんじん,はたぶん,きらめた,どくさく,ばかわい,ばかでか,くさくっ,りんぐだ,べたかっ,よろめき,こっぽい,くっつけ,ちんぴら,うとしな,くっとこ,にこびり,はためら,ぶつけた,わなくね,とこぴー,でかかっ,がりとぼ,めたかっ,ふがふら,はっきり,かったら,こともそ,うところ,のしばら,ぺんぱっ,よろしく,しながら,すること,ちかけら,じめつけ,くりする,きーはき,からぐる
2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1
