わなかっ,いらしく,するから,おいてく,もそもお,きーぼー,つけたら,にたくさ,きりたっ,にこびり,ぱーかー,うとする,すくから,びりつか,でかかっ,からこそ,たっぷり,かったら,うところ,きこもり,がやるん,しながら,はたるん,こんとろ,こそぱー,ことぐら,おろぎー,そわしな,いじめた,ぴんぽー,しーずん,ぱんつか,がたくさ,まるとこ,しなくちゃ,こんとこ,ひそめた,けたこと,てくるん
2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
