ぱたぱた,くすくす
['\u3000幸い、人はいたのかぱたぱたと地面をする複数の足音の後に、ゆっくりと扉が開け放たれた。'],['\u3000くすくすと笑みを零す彼女に僕もつられて笑ってしまう。']
