そろそろ,どんどん
"['そろそろ始めたいですが、その前に王妃さまにお伺いしなければ。', '「ふふ、ふふふ。さて、そろそろ始めましょうか」', '「そうか・・・そろそろ私も殺してくれないか？」']",['「それに、この子の兄弟はこれからどんどん生まれますもの。それを見せて上げないと」']
