ガリベン,カップル,ビューブー,コンクリ,ジーパン,パチクリ,カップラ,ハッピー,ピンポー,クラシッ,バキゴクン,チッカチ,ブルクリ,カーペッ,グルングル,ハッキリ,カップリ,ヒーカッ,ペットボ,シャンパン,スーパー,ヨロシク
35,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
