カーボー,クッカー,リンエン,カップル,ワンシー,コンパク,ワクチン,コンキー,コッキン,チンピラ,ムズアップ,ツンデレ,リンピッ,コンクリ,エンジン,ピーカー,ゴーグル,ジューシー,コンビー,メリカン,ポーツカ,クスペン,ジャンパー,ピッチン,ベトコン,ガラクタ,ブースタ,クラシッ,ムズボン,ウジャウジ,ザーホロ,ジンキャッ,リングショ,ピッキン,リンスタ,ブルドー,ドーザー,スラバカ,ワーカー,タックル,プラカー,グラウン,メキシコ,カービン,ポリカー,ブービー,ドンパチ,ハッキリ,ドタウン,カーペン,ワースラ,ジャングル,ブリホイ,コントロ,キンシッ,プラグイ,ズタボロ,ビショビシ,ペットボ,ペラグラ,トンズラ,ワイトボ,スーパー,クスカー,ワイパー,パーカッ
2,3,2,2,2,1,4,1,6,3,1,1,3,26,92,7,1,1,2,1,1,1,12,1,1,1,2,1,1,1,1,1,1,2,87,17,2,2,1,1,1,21,2,27,2,1,9,4,1,1,1,1,1,5,2,2,1,1,16,1,3,5,151,1,3,2
