チンピラ,エンジン,ペンパッ
['\u3000いかにも血の気の多いチンピラに見える靖だが、こんな男だ。めったに笑わず、いつも冷静に話す。冷徹、と言ってもいいのかもしれない。仲間がひとり死に、ひとり錯乱したという話を、彼は実に静かに話した。'],"['\u3000靖は車のエンジンをかけ、笙矢が信じることを前提で、話し始めた。', '\u3000キーはキーはキーは。ああ映画でこういうシーンがあるよな。キーを回しても回してもエンジンがかからないのだ。あんなふうになったらどうする？\u3000チャカは持っている。ドガン。また車が揺れる。ドガン。今度は運転席側が。囲まれている？\u3000窓を見た。泥だらけで何も見えなかった。いや、泥の向こうで白くて丸いものが動いたような。目か？\u3000目なのか？\u3000ああ窓に、窓に！\u3000キーを回せ！\u3000クッソ、グロリアとちがう！\u3000プッシュスタートだ、ハイテクなんだよ、バカヤロー！', '\u3000エンジンは一発でかかった。さすがプリウス！\u3000さすがのトヨタだ！']",['\u3000ケチャップとマスタードが同時に出てくる、あの、ディスペンパックと同じだった。']
