カーボー,ワンピー,プンカー,ガタゴト,キーボー,コンクリ,ジーパン,エンジン,ボカズラ,カンパー,ポーツカ,チリカチ,チリリン,ガンシュー,プリンクラ,コントロ,ヒーカッ,ペットボ,パーカー,ブラウン,スーパー,マゴポー,バタフラ
1,1,1,1,2,17,1,50,3,1,9,1,2,1,3,1,1,10,6,1,1,1,1
