こんどく,とんから,つること,すくめた,はたぶん,きらめた,くること,ちかかっ,しなこと,かっぷる,くんがさ,ゆるめら,どたどし,ことはた,くんのそ,ころから,ぶつくさ,つけてく,こそすれ,きんしっ,からんから,しところ,ずらしー,くんはた,するいじ,てかわい,でこちら,くっつけ,とこうか,ちかけた,のしつけ,とくちび,でこのお,うかすら,たっぽい,くんから,しなかっ,ひくつか,たらこち,するにこ,うとする,どかけら,ぼろうと,ふさがら,すくめそ,ちっぽく,ぱしから,こそきち,どきかす,めたころ,するころ,にこちら,めちゃくちゃ,もやしと,でこぴん,こっくり,びくしな,くってく,つかうん,たっぷり,えんとこ,いそうだ,はっきり,がみこん,きしめた,こんくり,のおばさ,ひらりひら,かんから,はたじろ,うろちょろ,でかひん,くんのた,よろしく,ぶつけら,くっきー,ころびた,もそのお,くんもお,しながら,さらにこ,すること,うかのお,すらしな,こんとろ,でかわい,へとそろ,ことごと,ぐるしく,かさびし,しくすー,ばたぶん,たらしく,どかしと,おいしげ,はたくさ,たらもた,わなくちゃ,こんでん,いじくっ,ぱちくり,からぽつ,ちらから,からえん,ゆること,しっかり
1,1,1,1,4,1,1,2,1,4,2,1,1,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,5,1,1,1,1,1,2,2,1,1,1,1,1,5,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4
