わなかっ,ごしてく,ぶるくり,もそうだ,うようだ,しなかっ,うとする,ひたすら,からこそ,きこもり,からほか,しながら,すること,からすれ,まるとこ,しっかり
1,1,1,1,1,1,2,1,1,10,1,2,1,1,1,2
