ブラウン,キーワー,エンジン
['\u3000指さした動きにつられて、僕も自分の背後を振り向く。そこにはざっと二十年ものくらいの、古いブラウン管式の十五インチＴＶがあった。\n'],"['\u3000それは、僕が傘の怪異について情報を収集していた時に設定した、検索エンジンのアラートメールだった。指定のキーワードについて新たな検索結果があれば知らせてくるというものだ。\n', '\u3000検索エンジンにキーワードを入力する。\n']","['\u3000それは、僕が傘の怪異について情報を収集していた時に設定した、検索エンジンのアラートメールだった。指定のキーワードについて新たな検索結果があれば知らせてくるというものだ。\n', '\u3000検索エンジンにキーワードを入力する。\n', '\u3000検索エンジンにもう一回、今度は「傘\u3000長い髪の女\u3000うわさ」と打ち込んだ。ほんのわずかなタイムラグの後、ずらずらと検索結果が表示される――９４２００件。意外と多い。\n']"
