たらしく,おんぶる,くること,からこち,のしでか,うとしな,からもた,しっかり,わなかっ,うところ,からどん,よろしく,しなかっ
['父はもちろんそういう人だったし、無くなった母も同じだったらしく、私もそれまでは辺境伯の女として相応しい教育を施されてきた。'],['ゆぐりす・おんぶる東方辺境伯子息である彼はこの国の海辺を守る辺境伯の嫡子であり、商才に優れた少年。'],['魔物が大森林を抜けて国へ大規模に侵攻してくることもなく、宰相は王へ西方辺境地の支給金や領地を減らすように働きかけてきた。'],['「感じるのですよ、ずっと。先ほどからこちらを狙う何かが、もうすぐそばまで」'],['「それでは私が君のしでかした事をお教えしよう、あれくしあ殿。君はえみりあ嬢に対して苦言を超えた暴言、時には暴力も辞さなかったそうではないか。そのような者が王子の婚約者にふさわしいと？」'],['だが小規模な侵攻で戦死した父が頑なにそれを拒み、陛下もそれを認めようとしなかった。'],['だが使者からもたらされたのは無常なる返答だった。'],"['「おい、しっかりしろ！討伐軍はどうなった！戦いはどうなったのだ！」', '「てれぐしす様。しっかりして下さい、てれぐしす様」']",['すでに王子から陛下へと婚約解消の話が出ていたようで、まさか謁見の間でこの話が出るとは思わなかったがすんなりと了承された。'],['「そうですね、この子には特に思うところは。だって私がこうなった後に生まれた子ですから」'],['「それに、この子の兄弟はこれからどんどん生まれますもの。それを見せて上げないと」'],['ただ、魔法を併用しての演技は私の前では二度としない方がよろしくてよ？'],"['当然そのような事を突然言われてすぐできるはずもなく、最初の数ゕ月は泣きはしなかったが王子の婚約者失格の烙印を押され続けた。', '結局辺境軍がやった事は瓦礫の撤去と大量の人と魔物の死体の処理のみで、一度も戦闘をしなかった。']"
