ガタガタ,ゲラゲラ,ニタニタ,ドロドロ,キラキラ,キョロキョロ
['\u3000メリーゴーランドはやっぱり古びていて、とても滑らかとは言えない動きなのだが、ガタガタ軋むのがかえって面白いらしい。\n'],['\u3000あたしたちはゲラゲラ笑った。\n'],['\u3000逆さまのウサギの顔がニタニタ笑っている。奴は僕たちが潜り込んだ鉄階段の上に腰を下ろし、ステップの隙間から見下ろしていたのだ。\n'],['\u3000そのドロドロの真ん中で、ピンク色のウサギの着ぐるみが飛び跳ねている。黄色い蝶タイを着けて縞のズボンを穿いて、下手糞なタップを踏んでいる。\n'],['\u3000よく言えばオーソドックス、悪く言えば凡庸な遊具の数々が、今はキラキラした電飾に照らされて誇らしげだ。スピーカーから流れる音質の悪いＢＧＭも、かえって味わい深く思える。行き交う家族連れやカップルは、みんな楽しげに笑いさざめいていた。\n'],['\u3000窓から見えるひとつ下のゴンドラには、一緒に遊んでいたはずの友達が見えた。その下のゴンドラにも、その下にも……学校を抜け出した仲間がみんな乗せられていて、焦った様子でキョロキョロしていた。\n']
