もそうだ,くっから,うだいじ,くってく,かったら,がたのし,くらかっ,いじめら,からよろ,がみのそ
['\u3000俺の親もそうだった。'],"['\u3000すぐ戻ってくっから、ここにいろよ？', '\u3000俺、どんなもんか様子見てくっからさぁ。', '\u3000やりてーことやったら、戻ってくっから。']",['\u3000ぼくはゆうえんちで、みんなにやさしくしてもらって、いっぱいたすけてもらったから、おにいちゃんに、もうだいじょうぶだよ、またおうちにもどっても、がまんできるよって、いいたかったんだ。'],['\u3000あたらしい、やさしいかぞくを、つくってくれたんだ。'],['\u3000どうやらあの子は、これだけ酷い目に遭っていながら、外へは逃げなかったらしい。'],['\u3000どこがたのしいのかな？\u3000っておもったけど。'],['\u3000ゆうえんちは、ひろくてくらかった。'],"['\u3000ぼくみたくいじめられていたおとうとを、たすけられなかったんだって。', '\u3000じぶんはおとうとよりいじめられていたけど、いっしょうけんめいかばって、かばいつづけたけど、たすけられなかったんだって。', '\u3000ぼくのかわりにいじめられているんじゃないかって、すごくしんぱいだったけど。']",['\u3000家の中からよろよろと出てきた糞爺が、下半身血まみれにして、俺に罵声を浴びせる。'],['\u3000ぼくのかわりに、かがみのそとへいったおにいちゃんは、むかし。']
