パタパタ,ドキドキ,ボロボロ
['\u3000汗を吸い込んで重くなったＴシャツの襟元をパタパタと動かしながら、僕は聞く。気づかないうちに大量の汗をかいていた。ちっとも暑さなんて感じていなかったのに。'],"['\u3000お化けなんか出なくても、もうこれだけでドキドキしてんだけどなー、とは思ったけれど。口には出さなかった。', '\u3000飛び上がって僕の右腕にぎゅっと抱き着いてきた紅葉にドキドキしながら、僕は左手で水中を指さした。']",['\u3000廃園して何年たってるのか知らないけど、雨風にさらされてすっかりボロボロになったジェットコースターの鉄骨を眺めながら、僕は言う。']
