キーボー,カップル,シャーピチ,コンクリ,ブルルン,ルンツル,クンドク,バシャバシ,コンバン,キーワー,ゲロリン,コンチク,ハッキリ,シービー,シーズン,パッシー,タップリ,タッパー,ワイトボ,ブラウン,スーパー
1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
