わなかっ,かーぼー,かっぷる,まるから,とこうと,おどけた,でかいじ,びーかー,がたいそ,くっつけ,つけてか,いじめら,しなかっ,めりかん,びりつか,ひたすら,ごーかー,いそうだ,はっきり,するくら,かすごく,しなくっ,ぶつけら,しながら,どんくさ,さくてく,にこのお,ぴーかー,けたから,がちくっ,ことばか,ぐだから,しなくちゃ,てかけら,ひーかっ,しっかり
2,1,3,1,1,1,1,1,1,1,1,2,4,1,1,1,2,1,2,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1
