へらへら,じんじん,かたかた,そろそろ,ぱたぱた,ぼこぼこ,こんこん,どんどん,ぱんぱん
['\u3000でも、目的は果たしたから結構満足していた。だから、へらへら笑っていた。'],['\u3000右手はじんじんするが、気にしない。'],['\u3000自分の背後にいるおまわりさんは、自分の話を聞きながらかたかたとぱそこんを打っている。'],['\u3000中間てすとも一ゖ月を切り、そろそろ本腰を挙げねばならない。'],['\u3000ぱたぱたと倒れていく。'],['「五人がかりで僕をぼこぼこにしてくれてありがとう。強くなったよ……こうしてね」'],['\u3000こんこんと黒板に数式を書き進めていく若い女教師。'],"['\u3000廊下に飛び出した人からどんどん打った。', '\u3000邪魔だから、どんどん斬った。', '\u3000僕は、どんどん浄化を進めた。']",['\u3000ぱんぱんになるまで物を詰め込んだ登山用のりゅっく。それが背骨を軋ませる。']
