カーボー,ワンピー,キーボー,コンパク,スカウト,リンピッ,コンクリ,ピーカー,ブラゴロ,メタボリ,メリカン,カップラ,ゴチャゴチ,ハッピー,ニコチン,カードキ,ピーチラ,ワンタッ,ドーピン,パープル,グラウン,キーワー,ポツリポツ,デコボコ,ドロボー,コントロ,ハッキン,ペットボ,ワイトボ,ドサクサ
2,3,1,1,1,2,1,1,1,1,1,1,1,19,2,3,1,1,1,3,22,1,1,1,3,2,1,3,2,1
