わなかっ,くるから,はたぶん,かっぷか,からこん,まざこん,にたくさ,ちかけた,しなかっ,わんぴー,かってく,えんげー,めちゃくちゃ,はきちん,たっぷり,はっきり,くしゃわー,しながら,のためら,ぴんとこ,もたくさ,ぶつもり
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1
