パタパタ,サラサラ,スルスル,ガツガツ,キラキラ,クスクス,ガクガク,ガサガサ
['\u3000リリアンナは堪え切れないという風に口を押さえると、パタパタと足を上下に動かした。\n'],['\u3000少女の顔を改めて見ると、真っ直ぐでサラサラとした薄茶の髪は血にべっとりと汚されて小さな卵形の顔に張り付き、大きな菫色の瞳はもはや何も写さず虚ろに天井を見上げている。\n'],['\u3000やがて劇場の灯りが奥から順番に消され、緩やかに軽く弦楽器の音が流れ始めると客席の喧騒もようやく静まっていく。真紅の｜緞帳《どんちょう》がスルスルと開くと、舞台の上に一人立つ可憐な少女が明るい歌声を響かせた。\n'],['「そうよねー、高位の貴族の娘に産まれ育ったら、それだけで充分に勝ち組だし、別にガツガツする必要無いもんね。自分の娘がレウィーシア・デュナ・アフェンドラって名前を付けられた時は焦ったけど、あの時に強引にシナリオを変えておいて良かった」\n'],['\u3000リリアンナの瞳は子どものようにキラキラと輝いていた。\n'],['\u3000二人は顔を見合せてクスクスと笑い合った。\n'],['\u3000弟に目を遣ると、血の繋がりのない公爵夫人の呼び出しに、元々無かった血の気の色が更に失せガクガクと震え、一人で立ち上がる事も出来ないようだ。\n'],['「レウィーシアちゃんを身籠った時、お母様とても辛かったの！だって、お肌はガサガサでおまけに顔は｜浮腫《むく》むし、みっともなくてお茶会にも夜会にも行けなくて退屈で退屈で死にそうだったのよ！」\n']
