ホログラ,ハッキリ,タップリ,ズタボロ,ガッチリ,ハッピー,キーボー,スーパー,テクノロ,バックス,コンバッ,サッパリ,コロジー,トップス,バリスタ
3,1,1,2,1,1,2,1,1,1,1,1,1,1,1
