カタコト,コンピュー,コントロ,ズタボロ,スカウト,グッドサ,ランスー,ブースタ,サンプル,ガラクタ,テクノロ,カラフル,ガッカリ,メージト,プルタブ,ケットボ
1,12,2,1,4,1,1,1,1,1,1,1,1,1,1,1
