サーカス,コンピュー,コントロ,ズキンズキ,ホットコ,スッキリ,カップル,クッキー,クスパー,サンプル,ブストー,グーパー,ハラワタ,タッパー
1,5,1,1,1,5,1,8,1,2,1,2,1,1
