コンピュー,ドロワー,タックー,スラスタ,スッキリ,ザーカッ,クサクッ,サンプル,ガラクタ,カラフル,ガッカリ,ガサゴソ,ガチャガチ,バリスタ,ザクサク
2,2,1,1,3,1,1,18,4,2,1,1,1,1,1
