サンフラ,ガリポリ,ヒーメー,コンピュー,キログラ,コントロ,ツルピカ,ブルドー,サングラ,ガタゴト,ハッピー,カップル,ノーサン,サンプル,スクラン,スクリュー,パープル,ランコロン,フットボ,スーツケ,モロコシ,カストー,メキシコ,ワークス,サッスー
5,1,1,3,3,2,1,2,5,1,1,1,1,1,1,18,3,1,1,1,5,4,1,1,31
