ペットボ,ミリオー,ヒーメー,コンピュー,サーベラ,フルメタ,サングラ,キーボー,ブースタ,ワーバラ,コンオイ,パープラ,スーパー,サブコン,グスペッ,パーバッ,キロメー,ブカメラ,メージト,コンバッ,スカスタ,ブラジャー,タッフル
3,1,1,4,37,1,1,1,2,1,6,1,1,1,1,1,1,4,1,1,2,1,1
