トロピー,コンピュー,コントロ,ブラザー,サングラ,キーパー,ハッピー,ゲームシ,キーボー,バッチリ,サンプル,スーパー,テクノロ,サーチラ,コンチク,パラメー,バックス,グラムチ,ガチムチ,プライジ,ブカメラ,ランサー,ブストー,クスカリ,ジーゲー,タッパー,サンドバ,コロジー,トーチカ,トップラ
1,34,2,1,1,5,1,1,1,1,3,6,3,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,22
