オーパー,テクノロ,ガッカリ
['\u3000仲間内でずば抜けて深く潜れて、一番多くの鋼、そしてオーパーツを持ち帰ってくるから、『鯨』。この二つ名はヴァルの誇りであった。\n'],['\u3000だがそれでも、ヴァルは意図的に攻撃的な姿勢を保った。そうしなければ、目の前の強大な存在に負けてしまいそうだった。恐らく、指先一本を動かすだけでヴァルの知らない未知のテクノロジーがヴァルを殺すだろう。だからその瞬間までは、『鯨』らしく居たかった。\n'],['「ああ。こんな場所だけど、人は居る。でも『陸』の方がいい暮らしをしてるから……ここはあんまり、見て楽しくはないよな。ガッカリしたか？」\n']
